manly had:0.5
<s> obligations:1.9734e-05
distinction </s>:0.333333
this preposterous:0.000762777
interest but:0.0131579
easily enough:0.0869565
when have:0.00153139
not sufficiently:0.00213523
on different:0.00311284
appreciated their:0.25
each night:0.016129
burglars </s>:0.666667
dodo the:0.0769231
<s> tortoise:1.9734e-05
lantern </s>:0.285714
feet very:0.0172414
to imitate:0.000273486
here it:0.0196078
fallen down:0.0625
чолі з:1
be turned:0.00133422
new facts:0.00719424
five shillings:0.03125
stand it:0.0487805
parish was:0.0114943
and fullers:0.000120048
get old:0.00558659
systems </s>:0.5
expected that:0.0555556
interpreter the:0.0909091
any misunderstanding:0.00172712
land and:0.102564
дитячі любі:0.5
over public:0.0031746
inquiries on:0.0833333
rose from:0.117647
hospitality for:0.333333
business that:0.0157068
remember having:0.0151515
<s> horseshoe:1.9734e-05
consumption </s>:0.666667
of analysis:0.000106758
за ухвалу:0.00884956
tenanted it:1
the talker:6.1954e-05
some common:0.0018622
accused me:0.166667
somebody knows:0.0714286
family’s preservation:0.2
in england:0.00597533
way took:0.00352113
the incised:6.1954e-05
not that:0.00498221
sixth day:0.5
remember outside:0.0151515
not pale:0.000711744
women worked:0.00443787
not observed:0.000711744
asperity </s>:0.5
your second:0.00185874
jesus the:0.5
would send:0.0016835
here again:0.00392157
had dawned:0.000584795
roome and:0.5
weeke a:0.111111
laying against:0.1
face illuminated:0.00518135
will some:0.0043956
friend rising:0.0108696
blood relatives:0.0357143
drinks and:0.5
equal hand:0.0625
and reacted:0.000120048
enclosures_ </s>:1
all stood:0.00204082
his overcoat:0.000443459
lawsuit for:0.5
refused as:0.111111
hopyng of:1
he dropped:0.000831255
cottages </s>:0.133333
<s> betting:3.9468e-05
as sergeant:0.000455581
features were:0.0645161
troubled and:0.166667
times do:0.0169492
house have:0.00346021
вірша не:0.25
an investigation:0.00348837
same place:0.0077821
the bundle:6.1954e-05
_deshepoitn_ disappoint:1
noe worke:0.0714286
sunk in:0.266667
вклякаючи на:1
he expected:0.000831255
of descent:0.000106758
lawn i:0.0526316
occur in:0.428571
<s> dawson:1.9734e-05
examining it:0.25
pycroft to:0.0434783
бачу що:0.166667
be those:0.000667111
was incurring:0.000311333
ran something:0.0169492
the writing:0.000185862
the poisoned:6.1954e-05
agent printed:0.0666667
an invitation:0.00232558
this lamp:0.000762777
avenue </s>:0.416667
instability </s>:1
word croydon:0.0125
daresay you:0.125
broth and:0.555556
london specialist:0.00444444
an eight:0.00116279
services during:0.030303
his eyebrows:0.000886918
собі в:0.0769231
for reasons:0.000372717
behind him:0.196429
latimer who:0.0909091
out problems:0.0015949
his strange:0.000443459
skunk that:1
medicine and:0.26087
of town:0.000213516
such experiences:0.0026738
under sentence:0.0120482
complaint had:0.0769231
a startled:0.000170271
detective work:0.111111
headlines crime:1
three in:0.0141509
фраза нерідко:1
in favour:0.000385505
apprenticed years:0.0344828
youre grete:1
half convinced:0.0078125
had separated:0.000584795
large demand:0.00909091
a clearer:0.000170271
rooms was:0.04
key having:0.0294118
rounded from:0.333333
burglary </s>:0.25
whatever theory:0.05
basement into:1
gasped the:0.0909091
taken over:0.00869565
depending uppon:0.0666667
our present:0.00289855
<s> objections:1.9734e-05
fine old:0.0857143
corn harvests:0.05
pass as:0.0384615
your suit:0.00185874
and inhuman:0.000120048
three existed:0.00471698
the flipper:6.1954e-05
was arranged:0.000622665
returned my:0.0192308
for xxi:0.000372717
came himself:0.00390625
<s> relieve:3.9468e-05
place opposite:0.0070922
yet know:0.00537634
came on:0.0078125
characters and:0.0526316
or tuesday:0.000809061
returned no:0.0192308
of xxxˢ:0.000106758
proceeding </s>:0.25
tea said:0.0333333
everyone’s chief:1
this writing:0.00152555
tape into:0.333333
knuckles were:0.2
j.p shrugged:0.166667
this person:0.000762777
non profit:0.428571
royal economic:0.047619
and set:0.000840336
trainer and:0.181818
now this:0.00733496
an abstract:0.00116279
valuable than:0.0714286
<s> leisure:5.9202e-05
middle sized:0.0465116
club for:0.1
effect an:0.0140845
might help:0.00429185
or daughter:0.00161812
animal like:0.166667
evening as:0.0136986
the staff:0.000123908
in mercy:0.000192753
looked out:0.0169492
as often:0.0022779
mortal terror:0.333333
to treat:0.000136743
produced such:0.0238095
is missing:0.000512558
our horse’s:0.00289855
edwin and:0.666667
a prominent:0.000170271
nothing which:0.0117647
and apart:0.000120048
think the:0.00469484
in full:0.000963763
japanese mail:0.25
_george replies_:0.142857
presentiment of:0.333333
fifth form:0.0909091
this wicked:0.000762777
of honeydew:0.000106758
leading the:0.130435
_churchwardens accts:1
accomplice </s>:1
very time:0.00172414
in essentials:0.000192753
either met:0.0106383
by birmingham:0.000584795
місці кинув:0.142857
<s> peele:1.9734e-05
croydon with:0.1
shapelessness of:1
found no:0.015
her thought:0.000520291
a broken:0.000510812
us see:0.0102041
pay of:0.0116279
up with:0.0243902
bears the:0.333333
trainer’s brains:0.166667
<s> ability:3.9468e-05
promises him:1
at waterloo:0.00120992
just where:0.0107527
was herself:0.000311333
aug he:0.142857
don’t cut:0.0142857
making his:0.0105263
a communicative:0.000170271
a beaten:0.000170271
be near:0.00133422
in leaving:0.000192753
either led:0.0106383
occasional question:0.125
communicative </s>:0.666667
випадали та:1
bidst </s>:1
and joseph:0.000120048
поверх перуки:0.5
still asleep:0.00561798
of much:0.000320273
почекала ану:1
for those:0.00111815
kingdom </s>:0.307692
<s> string:3.9468e-05
<s> squatted:1.9734e-05
and waterford:0.000120048
clears up:1
carriage from:0.0322581
<s> device:1.9734e-05
struggle and:0.125
аліса звично:0.00263852
wedded wife:1
be now:0.00133422
pulled after:0.04
at woking:0.00120992
to ignore:0.000136743
as clear:0.000911162
o’clock which:0.0588235
the moors:6.1954e-05
shee came:0.0294118
airy nothing:1
improbable as:0.333333
<s> lend:1.9734e-05
across said:0.0172414
barclay denied:0.0344828
<s> measurements:5.9202e-05
to answer:0.0009572
не постаршаю:0.0017452
virgin and:0.2
patch it:0.25
hiding place:0.666667
we can’t:0.00479616
breakfast and:0.125
been exposed:0.00134771
never mixed:0.00373134
and expression:0.000120048
one o’clock:0.00333704
р здригнулася:0.333333
мишиного хвакт:1
go straight:0.0047619
pretty close:0.047619
handsome dark:0.111111
managed it:0.0833333
of winter:0.000106758
the execution:6.1954e-05
the letters:6.1954e-05
gone if:0.0103093
of breaking:0.000320273
їй розповім:0.0131579
wounded himself:0.1
легше </s>:1
therefore when:0.0326087
colonel’s name:0.0833333
wiser man:0.5
ward there:0.111111
bandage and:0.5
another step:0.0070922
train answered:0.025641
the menace:6.1954e-05
difficult </s>:0.0666667
dear me:0.0224719
he reached:0.00124688
cried miss:0.0149254
can take:0.0027248
gigantic </s>:0.666667
can convey:0.0027248
<s> started:3.9468e-05
мала химерниця:0.0714286
open that:0.0119048
those two:0.00505051
no place:0.00522876
blue all:0.0588235
показав чайною:0.5
had died:0.000584795
deliberately knocked:0.333333
it’s this:0.0232558
reluctantly redoubled:0.333333
mary were:0.0163934
trembling and:0.0714286
square tin:0.0909091
зовсім йому:0.0526316
word but:0.05
opinion as:0.03125
kind express:0.0566038
plot </s>:0.6
rather too:0.037594
she minds:0.000580383
vacant expression:0.25
cast off:0.125
due in:0.05
weather and:0.285714
minute trying:0.0243902
aggregate to:1
a settling:0.000170271
an employer:0.00116279
якийсь час:0.25
поки я:0.0526316
void in:0.2
<s> cover:1.9734e-05
taught by:0.142857
of sleepers:0.000106758
our discourse:0.00289855
what’s this:0.25
the cumbrous:6.1954e-05
horses and:0.176471
excited at:0.0833333
presents those:0.111111
tenants who:0.25
and curiously:0.000120048
побачила </s>:0.0666667
<s> cabby:1.9734e-05
enclosure where:0.25
starvation </s>:0.0909091
disintegration of:1
butler of:0.105263
a shambling:0.000170271
cottage </s>:0.113636
intend to:0.666667
her instructions:0.000520291
glad if:0.025
the 117th:6.1954e-05
unusually close:0.25
tether and:0.5
not worth:0.00142349
appeared and:0.025641
i'll put:0.0222222
earn higher:0.0555556
is inexplicable:0.000512558
simpson with:0.0625
alert person:0.5
light that:0.0142857
person very:0.0116279
злипаються повіки:1
<s> conventional:1.9734e-05
bessy welling:1
resource </s>:0.25
it an:0.000995025
term market:0.04
providence seems:0.5
hamlet </s>:0.5
midday when:0.333333
<s> adventurers:1.9734e-05
holmes lifting:0.00273973
practice the:0.0227273
squandered a:1
shopman’s hieroglyphics:1
in baker:0.000963763
more impossible:0.0019802
holmes stood:0.00547945
sounds uncommon:0.1
such persons:0.0026738
left before:0.00606061
i'll look:0.0222222
luxuriant lounges:1
more ash:0.0019802
of private:0.000320273
beast that:0.142857
paved were:0.333333
limb </s>:1
this romance:0.000762777
been either:0.00134771
<s> behalf:1.9734e-05
correct waltzing:0.0714286
his name:0.00266075
five have:0.0104167
<s> abominable:1.9734e-05
custom he:0.0588235
evidence cartwright:0.0238095
narrative of:0.0833333
reside yet:0.5
toiled </s>:1
kent which:0.166667
faker and:0.5
finger pressed:0.0526316
presenting to:0.333333
brightened up:1
<s> disconnected:1.9734e-05
of fashion:0.000213516
muster energy:0.5
time ago:0.00240385
mistake in:0.0625
or run:0.000809061
of assent:0.000106758
pycroft write:0.0434783
use matter:0.00671141
lot </s>:0.214286
own people:0.00512821
i'll come:0.0444444
the carding:6.1954e-05
the vacant:6.1954e-05
make certain:0.0139535
of italy:0.000106758
affably </s>:1
wonders </s>:0.333333
в казанці:0.00452489
mete it:1
him accordingly:0.00127551
was admirably:0.000311333
were riveted:0.000909091
він скинув:0.00884956
spin as:0.0526316
been dislodged:0.00134771
then i’ll:0.00180832
original </s>:0.08
picked his:0.047619
remember that:0.257576
could catch:0.00373134
condensed while:1
its sale:0.00398406
їй зчерепаховий:0.0131579
understands quite:0.333333
four together:0.0128205
quotation from:0.5
is departed:0.000512558
fever </s>:0.333333
harboured saving:0.5
an oar:0.00116279
найважливіше щоб:0.5
apprentices and:0.131148
the talk:6.1954e-05
glancing over:0.142857
w _worcestershire:0.0333333
supposition could:0.166667
the post:0.000247816
business life:0.0052356
<s> mask:1.9734e-05
coming more:0.0196078
things here:0.00934579
brunton had:0.136364
cigars of:0.25
you before:0.00125576
the sashes:6.1954e-05
i listened:0.00112139
perceptible </s>:0.5
10th was:0.5
cab and:0.0588235
trick </s>:0.5
stairs leading:0.05
highly when:0.1
stoops sidewalks:1
local dyes:0.0526316
closely their:0.0625
entirely unworthy:0.0263158
third hand:0.0227273
seen your:0.00952381
up but:0.00750469
went into:0.010989
half so:0.015625
primarily with:1
name before:0.0215054
cut much:0.0277778
wools weekly:0.0833333
we drive:0.00119904
immensely practical:0.5
drive </s>:0.1
own traces:0.00512821
she on:0.000580383
more detail:0.0019802
distinct smell:0.1
chiefly day:0.0333333
my chance:0.000852515
many religious:0.00425532
comfortable landau:0.0833333
trampled up:0.333333
intimately associated:0.4
<s> hedges:1.9734e-05
be as:0.00667111
taken any:0.00869565
candle an:0.0666667
відразу постало:0.142857
trade on:0.00719424
smoked for:0.2
conviction </s>:0.333333
<s> deceits:1.9734e-05
devonshire city:0.142857
never a:0.0149254
there been:0.00130208
even have:0.0121951
<s> sometimes:0.000374946
we pass:0.00119904
carriage he:0.0322581
islands in:0.2
where such:0.003663
fit and:0.166667
had tracked:0.000584795
some decent:0.0018622
mouse's tail:1
debarred by:0.166667
dozen convicts:0.125
recall how:0.25
його звідти:0.0138889
wanting such:0.125
floor above:0.0333333
was drunk:0.000311333
knocked the:0.0625
condition into:0.0434783
fairbairn is:0.142857
the fine:0.000247816
question or:0.0128205
key been:0.0294118
unmistakably good:1
shops which:0.1
not specified:0.000711744
ross leaned:0.0666667
wrote this:0.030303
disease he:0.2
of rain:0.000106758
<s> concealing:1.9734e-05
більше ніж:0.166667
had learned:0.00116959
<s> number:9.86699e-05
plaster upon:0.2
which sheep:0.00066313
been waiting:0.00269542
the great:0.00204448
guardians of:1
причину </s>:0.5
classes as:0.0384615
<s> kidnapping:1.9734e-05
hair a:0.025
inspector cut:0.0140845
the glint:0.000123908
для своїх:0.05
ever catch:0.00689655
tyme many:0.0555556
twenty times:0.0169492
вряди годи:1
first stirring:0.00363636
progressing </s>:1
he noted:0.000415628
_carlisle_ p:0.833333
holmes he:0.00547945
dared to:0.333333
журливо відповіла:0.5
club </s>:0.2
north once:0.037037
a doze:0.000170271
they hoped:0.00118064
accompanying mr:0.333333
this question:0.00152555
and suddenly:0.000120048
formulating his:1
last monday:0.0208333
will amount:0.0021978
concerns in:0.0909091
foretold in:1
check muffler:0.0434783
some signs:0.0018622
me extremely:0.00239234
раптом воно:0.0588235
місці й:0.142857
small things:0.00854701
the title:6.1954e-05
feygte eyther:1
living of:0.0172414
to love:0.000136743
ma a:0.166667
mary marchant:0.0163934
her sister’s:0.00104058
described upon:0.0277778
never came:0.00746269
lent it:0.111111
beddoes and:0.0833333
as white:0.00136674
страта а:1
you done:0.000418585
of similar:0.000106758
is drawn:0.000512558
as holmes:0.000455581
two best:0.00266667
mood that:0.0833333
steps lord:0.04
_for my:0.2
but was:0.00723589
fearful place:0.5
мислителів ф.бекон:1
only my:0.00241546
only appeared:0.00241546
frail </s>:1
but placed:0.000723589
people don’t:0.00645161
of setting:0.000213516
care </s>:0.0810811
occupacyon </s>:0.5
quite unnecessarily:0.00595238
company generally:0.00689655
dunton </s>:1
we won’t:0.00119904
governor macquarie:0.125
your heels:0.00185874
anon she:0.5
screen </s>:0.25
striking story:0.125
pounds which:0.0294118
облич занепокоєні:1
sigh it's:0.125
our man:0.00289855
found doubled:0.005
hopes mr:0.125
nine o'clock:0.03125
<s> disappointed:1.9734e-05
ever forget:0.00689655
confronted </s>:0.333333
sailors togs:0.142857
who rode:0.00129534
could help:0.00186567
would redound:0.0016835
this variation:0.000762777
hundred but:0.0142857
was off:0.00124533
enabled mothers:0.142857
very offhand:0.00172414
true state:0.016129
holds a:0.428571
in intense:0.000192753
<s> home:0.000157872
founded upon:0.25
<s> second:0.000138138
spirits and:0.25
perspiration shone:0.5
vacancy at:0.333333
other was:0.0108893
that suggestion:0.000298597
came it:0.0078125
pyland training:0.0909091
чи граєш:0.011236
venomous doubts:0.2
his peculiar:0.000443459
я забув:0.00393701
better price:0.00952381
rouge dragon:1
knife nor:0.030303
have crossed:0.00067659
sign of:0.518519
commission of:0.375
you still:0.000418585
why john:0.00666667
depression the:0.1
cost of:0.425532
heavily in:0.125
dropped over:0.0454545
leaving alice:0.0344828
call for:0.0833333
been deceived:0.00134771
by calling:0.000584795
